Date,State,Dose 1,Dose 2,Total Doses
2021-08-17,Andhra Pradesh,18967840,6653976,25621816
2021-08-18,Andhra Pradesh,19112443,6717911,25830354
2021-08-19,Andhra Pradesh,19235444,6810836,26046280
2021-08-20,Andhra Pradesh,19265167,6833681,26098848
2021-08-21,Andhra Pradesh,19398072,6979149,26377221
2021-08-22,Andhra Pradesh,19407158,6985274,26392432
2021-08-23,Andhra Pradesh,19537294,7080678,26617972
2021-08-24,Andhra Pradesh,19683430,7196957,26880387
2021-08-25,Andhra Pradesh,19797328,7300663,27097991
2021-08-26,Andhra Pradesh,20000725,7462238,27462963
2021-08-27,Andhra Pradesh,20166963,7630986,27797949
2021-08-28,Andhra Pradesh,20788681,7995570,28784251
2021-08-29,Andhra Pradesh,20884776,8054513,28939289
2021-08-30,Andhra Pradesh,21143068,8187068,29330136
2021-08-31,Andhra Pradesh,21985105,8594335,30579440
2021-09-01,Andhra Pradesh,22205617,8696516,30902133
2021-09-02,Andhra Pradesh,22280287,8757219,31037506
2021-09-03,Andhra Pradesh,22311184,8825473,31136657
2021-09-04,Andhra Pradesh,22353714,8909197,31262911
2021-09-05,Andhra Pradesh,22370089,8929757,31299846
2021-09-06,Andhra Pradesh,22673258,9349704,32022962
2021-09-07,Andhra Pradesh,22756066,9448882,32204948
2021-09-08,Andhra Pradesh,22780838,9478147,32258985
2021-09-09,Andhra Pradesh,22795641,9498592,32294233
2021-09-10,Andhra Pradesh,22800819,9505988,32306807
2021-09-11,Andhra Pradesh,23265287,9917278,33182565
2021-09-12,Andhra Pradesh,24075307,10663304,34738611
2021-09-13,Andhra Pradesh,24330101,10854556,35184657
2021-09-14,Andhra Pradesh,24440457,10932739,35373196
2021-09-15,Andhra Pradesh,24504047,10990391,35494438
2021-09-16,Andhra Pradesh,24619986,11091617,35711603
2021-09-17,Andhra Pradesh,25204525,11605259,36809784
2021-09-18,Andhra Pradesh,25380068,11768905,37148973
2021-09-19,Andhra Pradesh,25390426,11778820,37169246
2021-09-20,Andhra Pradesh,25757902,12228899,37986801
2021-09-21,Andhra Pradesh,25955345,12425253,38380598
2021-09-22,Andhra Pradesh,26024860,12509779,38534639
2021-09-23,Andhra Pradesh,26157271,12660529,38817800
2021-09-24,Andhra Pradesh,26211367,12719386,38930753
2021-09-25,Andhra Pradesh,26240263,12755810,38996073
2021-09-26,Andhra Pradesh,26331281,12825194,39156475
2021-09-27,Andhra Pradesh,26636348,13100141,39736489
2021-09-28,Andhra Pradesh,26823104,13239125,40062229
2021-09-29,Andhra Pradesh,27224534,13599095,40823629
2021-09-30,Andhra Pradesh,27390525,13706333,41096858
2021-10-01,Andhra Pradesh,27754420,13964579,41718999
2021-10-02,Andhra Pradesh,27999256,14203868,42203124
2021-10-03,Andhra Pradesh,28049239,14231504,42280743
2021-10-04,Andhra Pradesh,28257625,14396399,42654024
2021-10-05,Andhra Pradesh,28327650,14494938,42822588
2021-10-06,Andhra Pradesh,28376587,14568023,42944610
2021-10-07,Andhra Pradesh,28462559,14671297,43133856
2021-10-08,Andhra Pradesh,28789189,15042293,43831482
2021-10-09,Andhra Pradesh,29038528,15395373,44433901
2021-10-10,Andhra Pradesh,29100066,15467102,44567168
2021-10-11,Andhra Pradesh,29271683,15701685,44973368
2021-10-12,Andhra Pradesh,29510237,15960401,45470638
2021-10-13,Andhra Pradesh,29691379,16185702,45877081
2021-10-14,Andhra Pradesh,29888413,16445530,46333943
2021-10-15,Andhra Pradesh,29906048,16466322,46372370
2021-10-16,Andhra Pradesh,30022920,16635685,46658605
2021-10-17,Andhra Pradesh,30038693,16658462,46697155
2021-10-18,Andhra Pradesh,30308618,17141018,47449636
2021-10-19,Andhra Pradesh,30425612,17303081,47728693
2021-10-20,Andhra Pradesh,31066825,17536976,48603801
2021-10-21,Andhra Pradesh,31255396,17768254,49023650
2021-10-22,Andhra Pradesh,31444989,18032266,49477255
2021-10-23,Andhra Pradesh,31624975,18285466,49910441
2021-10-24,Andhra Pradesh,31753959,18488176,50242135
2021-10-25,Andhra Pradesh,31963308,18824843,50788151
2021-10-26,Andhra Pradesh,32198637,19142897,51341534
2021-10-27,Andhra Pradesh,32412881,19447737,51860618
2021-10-28,Andhra Pradesh,32641518,19771115,52412633
2021-10-29,Andhra Pradesh,32814038,20072881,52886919
2021-10-30,Andhra Pradesh,32956472,20351044,53307516
2021-10-31,Andhra Pradesh,32976969,20375181,53352150
2021-11-01,Andhra Pradesh,33049860,20519483,53569343
2021-11-02,Andhra Pradesh,33097480,20629933,53727413
2021-11-03,Andhra Pradesh,33221917,20891489,54113406
2021-11-04,Andhra Pradesh,33242341,20913706,54156047
2021-11-05,Andhra Pradesh,33341161,21158033,54499194
2021-11-06,Andhra Pradesh,33431711,21374983,54806694
2021-11-07,Andhra Pradesh,33441593,21389051,54830644
2021-11-08,Andhra Pradesh,33509901,21608655,55118556
2021-11-09,Andhra Pradesh,33561017,21792426,55353443
2021-11-10,Andhra Pradesh,33602688,21929534,55532222
2021-11-11,Andhra Pradesh,33639689,22060356,55700045
2021-11-12,Andhra Pradesh,33694356,22239129,55933485
2021-11-13,Andhra Pradesh,33733593,22357126,56090719
2021-11-14,Andhra Pradesh,33738034,22364236,56102270
2021-11-15,Andhra Pradesh,33778711,22519115,56297826
2021-11-16,Andhra Pradesh,33815880,22668360,56484240
2021-11-17,Andhra Pradesh,33847761,22791369,56639130
2021-11-18,Andhra Pradesh,33876907,22921530,56798437
2021-11-19,Andhra Pradesh,33899819,23035209,56935028
2021-11-20,Andhra Pradesh,33928693,23197057,57125750
2021-11-21,Andhra Pradesh,33931922,23205148,57137070
2021-11-22,Andhra Pradesh,33994071,23440987,57435058
2021-11-23,Andhra Pradesh,34066789,23675666,57742455
2021-11-24,Andhra Pradesh,34142598,23884664,58027262
2021-11-25,Andhra Pradesh,34241192,24097838,58339030
2021-11-26,Andhra Pradesh,34364664,24323054,58687718
2021-11-27,Andhra Pradesh,34480289,24511545,58991834
2021-11-28,Andhra Pradesh,34556534,24580141,59136675
2021-11-29,Andhra Pradesh,34686365,24747478,59433843
2021-11-30,Andhra Pradesh,34818431,24897269,59715700
2021-12-01,Andhra Pradesh,34991943,25032907,60024850
2021-12-02,Andhra Pradesh,35185295,25173786,60359081
2021-12-03,Andhra Pradesh,35410396,25321619,60732015
2021-12-04,Andhra Pradesh,35664998,25486502,61151500
2021-12-05,Andhra Pradesh,35893616,25587408,61481024
2021-12-06,Andhra Pradesh,36186125,25792949,61979074
2021-12-07,Andhra Pradesh,36430476,25939239,62369715
2021-12-08,Andhra Pradesh,36713575,26126248,62839823
2021-12-09,Andhra Pradesh,36991387,26304045,63295432
2021-12-10,Andhra Pradesh,37263172,26506889,63770061
2021-12-11,Andhra Pradesh,37487941,26649475,64137416
2021-12-12,Andhra Pradesh,37671968,26678785,64350753
2021-12-13,Andhra Pradesh,37943672,26821966,64765638
2021-12-14,Andhra Pradesh,38160957,26957686,65118643
2021-12-15,Andhra Pradesh,38239078,27080337,65319415
2021-12-16,Andhra Pradesh,38318034,27200371,65518405
2021-12-17,Andhra Pradesh,38381084,27310937,65692021
2021-12-18,Andhra Pradesh,38459031,27413591,65872622
2021-12-19,Andhra Pradesh,38500624,27430590,65931214
2021-12-20,Andhra Pradesh,38661054,27581235,66242289
2021-12-21,Andhra Pradesh,38764063,27722836,66486899
2021-12-22,Andhra Pradesh,38844736,27868885,66713621
2021-12-23,Andhra Pradesh,38917088,28027430,66944518
2021-12-24,Andhra Pradesh,39046174,28249891,67296065
2021-12-25,Andhra Pradesh,39082269,28282108,67364377
2021-12-26,Andhra Pradesh,39111066,28362785,67473851
2021-12-27,Andhra Pradesh,39241992,28695238,67937230
2021-12-28,Andhra Pradesh,39454085,29008485,68462570
2021-12-29,Andhra Pradesh,39566200,29314632,68880832
2021-12-30,Andhra Pradesh,39684635,29638332,69322967
2021-12-31,Andhra Pradesh,39698738,29911005,69609743
2022-01-01,Andhra Pradesh,39700018,29960776,69660794
2022-01-02,Andhra Pradesh,39700630,29989065,69689695
2022-01-03,Andhra Pradesh,39795469,30028283,69823752
2022-01-04,Andhra Pradesh,39911353,30077582,69988935
2022-01-05,Andhra Pradesh,39987138,30144121,70131259
2022-01-06,Andhra Pradesh,40040106,30341059,70381165
2022-01-07,Andhra Pradesh,40082487,30728752,70811239
2022-01-08,Andhra Pradesh,40105130,31163894,71269024
2022-01-09,Andhra Pradesh,40112023,31406666,71518689
2022-01-10,Andhra Pradesh,40128695,31608083,73908623
2022-01-11,Andhra Pradesh,40152576,31929010,74359072
2022-01-12,Andhra Pradesh,40175306,32303725,74833272
2022-01-13,Andhra Pradesh,40183343,32507030,75078880
2022-01-14,Andhra Pradesh,40185277,32603491,75188415
2022-01-15,Andhra Pradesh,40186271,32631289,75219882
2022-01-16,Andhra Pradesh,40186665,32665071,75257013
2022-01-17,Andhra Pradesh,40210071,32997842,75656468
2022-01-18,Andhra Pradesh,40233861,33434800,76182675
2022-01-19,Andhra Pradesh,40255140,33813179,76646280
2022-01-20,Andhra Pradesh,40276641,34092080,77034925
2022-01-21,Andhra Pradesh,40295460,34408312,77445194
2022-01-22,Andhra Pradesh,40314056,34790500,77946264
2022-01-23,Andhra Pradesh,40316489,34936965,78125311
2022-01-24,Andhra Pradesh,40331433,35211753,78503352
2022-01-25,Andhra Pradesh,40346274,35511377,78894198
2022-01-26,Andhra Pradesh,40350335,35706507,79133104
2022-01-27,Andhra Pradesh,40363221,35959448,79459347
2022-01-28,Andhra Pradesh,40374510,36126031,79701037
2022-01-29,Andhra Pradesh,40386442,36363352,80014223
2022-01-30,Andhra Pradesh,40388582,36485473,80165629
2022-01-31,Andhra Pradesh,40403437,36763103,80578382
2022-02-01,Andhra Pradesh,40413211,36980844,80963746
2022-02-02,Andhra Pradesh,40423648,37130020,81245347
2021-03-01,Arunachal Pradesh,27572,7309,34881
2021-03-02,Arunachal Pradesh,29580,7451,37031
2021-03-03,Arunachal Pradesh,29711,7451,37162
2021-03-04,Arunachal Pradesh,32733,8097,40830
2021-03-05,Arunachal Pradesh,34966,8952,43918
2021-03-06,Arunachal Pradesh,36210,9457,45667
2021-03-07,Arunachal Pradesh,36210,9457,45667
2021-03-08,Arunachal Pradesh,38211,10263,48474
2021-03-09,Arunachal Pradesh,39733,10651,50384
2021-03-10,Arunachal Pradesh,39733,10651,50384
2021-03-11,Arunachal Pradesh,42096,11290,53386
2021-03-12,Arunachal Pradesh,43894,11815,55709
2021-03-13,Arunachal Pradesh,44808,12248,57056
2021-03-14,Arunachal Pradesh,44808,12248,57056
2021-03-15,Arunachal Pradesh,74498,22300,96798
2021-03-16,Arunachal Pradesh,48684,13484,62168
2021-03-17,Arunachal Pradesh,48684,13484,62168
2021-03-18,Arunachal Pradesh,51214,14572,65786
2021-03-19,Arunachal Pradesh,52721,15477,68198
2021-03-20,Arunachal Pradesh,54050,15869,69919
2021-03-21,Arunachal Pradesh,54050,15869,69919
2021-03-22,Arunachal Pradesh,56605,16821,73426
2021-03-23,Arunachal Pradesh,58099,17375,75474
2021-03-24,Arunachal Pradesh,58119,17474,75593
2021-03-25,Arunachal Pradesh,60663,18230,78893
2021-03-26,Arunachal Pradesh,62551,18982,81533
2021-03-27,Arunachal Pradesh,64272,19178,83450
2021-03-28,Arunachal Pradesh,64272,19178,83450
2021-03-29,Arunachal Pradesh,64618,19190,83808
2021-03-30,Arunachal Pradesh,65951,19938,85889
2021-03-31,Arunachal Pradesh,65951,19938,85889
2021-04-01,Arunachal Pradesh,71504,21655,93159
2021-04-02,Arunachal Pradesh,77143,23083,100226
2021-04-03,Arunachal Pradesh,80367,24069,104436
2021-04-04,Arunachal Pradesh,81893,24373,106266
2021-04-05,Arunachal Pradesh,83411,24181,107592
2021-04-06,Arunachal Pradesh,86864,25402,112266
2021-04-07,Arunachal Pradesh,88250,25781,114031
2021-04-08,Arunachal Pradesh,93105,27292,120397
2021-04-09,Arunachal Pradesh,97952,28525,126477
2021-04-10,Arunachal Pradesh,101758,29546,131304
2021-04-11,Arunachal Pradesh,105089,30010,135099
2021-04-12,Arunachal Pradesh,112658,31586,144244
2021-04-13,Arunachal Pradesh,118869,33024,151893
2021-04-14,Arunachal Pradesh,124509,33702,158211
2021-04-15,Arunachal Pradesh,127072,34211,161283
2021-04-16,Arunachal Pradesh,130828,35887,166715
2021-04-17,Arunachal Pradesh,134090,36852,170942
2021-04-18,Arunachal Pradesh,135397,37272,172669
2021-04-19,Arunachal Pradesh,140794,39493,180287
2021-04-20,Arunachal Pradesh,145144,40927,186071
2021-04-21,Arunachal Pradesh,148714,41786,190500
2021-04-22,Arunachal Pradesh,154057,43521,197578
2021-04-23,Arunachal Pradesh,159197,45345,204542
2021-04-24,Arunachal Pradesh,162665,46515,209180
2021-04-25,Arunachal Pradesh,163544,46801,210345
2021-04-26,Arunachal Pradesh,168237,48709,216946
2021-04-27,Arunachal Pradesh,172237,49922,222159
2021-04-28,Arunachal Pradesh,176893,50965,227858
2021-04-29,Arunachal Pradesh,182172,52555,234727
2021-04-30,Arunachal Pradesh,187159,54324,241483
2021-05-01,Arunachal Pradesh,189935,55698,245633
2021-05-02,Arunachal Pradesh,190516,56066,246582
2021-05-03,Arunachal Pradesh,193635,58650,252285
2021-05-04,Arunachal Pradesh,196075,60445,256520
2021-05-05,Arunachal Pradesh,198919,62436,261355
2021-05-06,Arunachal Pradesh,202234,64735,266969
2021-05-07,Arunachal Pradesh,204766,67424,272190
2021-05-08,Arunachal Pradesh,206638,69838,276476
2021-05-09,Arunachal Pradesh,207216,70509,277725
2021-05-10,Arunachal Pradesh,209450,74087,283537
2021-05-11,Arunachal Pradesh,211059,76144,287203
2021-05-12,Arunachal Pradesh,212634,76499,289133
2021-05-13,Arunachal Pradesh,214480,77223,291703
2021-05-14,Arunachal Pradesh,215661,77566,293227
2021-05-15,Arunachal Pradesh,217039,77802,294841
2021-05-16,Arunachal Pradesh,217451,77805,295256
2021-05-17,Arunachal Pradesh,222938,77835,300773
2021-05-18,Arunachal Pradesh,228541,77880,306421
2021-05-19,Arunachal Pradesh,233711,77888,311599
2021-05-20,Arunachal Pradesh,240174,77918,318092
2021-05-21,Arunachal Pradesh,243357,77928,321285
2021-05-22,Arunachal Pradesh,245141,78008,323149
2021-05-23,Arunachal Pradesh,245968,78008,323976
2021-05-24,Arunachal Pradesh,248977,78030,327007
2021-05-25,Arunachal Pradesh,250445,78100,328545
2021-05-26,Arunachal Pradesh,251246,78111,329357
2021-05-27,Arunachal Pradesh,252177,78125,330302
2021-05-28,Arunachal Pradesh,253267,78208,331475
2021-05-29,Arunachal Pradesh,254387,78270,332657
2021-05-30,Arunachal Pradesh,254719,78272,332991
2021-05-31,Arunachal Pradesh,255589,78329,333918
2021-06-01,Arunachal Pradesh,258147,78397,336544
2021-06-02,Arunachal Pradesh,264766,78464,343230
2021-06-03,Arunachal Pradesh,272795,78541,351336
2021-06-04,Arunachal Pradesh,284306,78575,362881
2021-06-05,Arunachal Pradesh,294099,78600,372699
2021-06-06,Arunachal Pradesh,298065,78613,376678
2021-06-07,Arunachal Pradesh,305911,78679,384590
2021-06-08,Arunachal Pradesh,311171,78725,389896
2021-06-09,Arunachal Pradesh,316900,78796,395696
2021-06-10,Arunachal Pradesh,321595,78911,400506
2021-06-11,Arunachal Pradesh,326434,78990,405424
2021-06-12,Arunachal Pradesh,331398,79029,410427
2021-06-13,Arunachal Pradesh,335535,79041,414576
2021-06-14,Arunachal Pradesh,341767,79111,420878
2021-06-15,Arunachal Pradesh,346913,79233,426146
2021-06-16,Arunachal Pradesh,359690,79354,439044
2021-06-17,Arunachal Pradesh,374323,79433,453756
2021-06-18,Arunachal Pradesh,389574,79504,469078
2021-06-19,Arunachal Pradesh,398437,79619,478056
2021-06-20,Arunachal Pradesh,400760,79633,480393
2021-06-21,Arunachal Pradesh,414338,79760,494098
2021-06-22,Arunachal Pradesh,425065,80011,505076
2021-06-23,Arunachal Pradesh,436924,80118,517042
2021-06-24,Arunachal Pradesh,448567,80580,529147
2021-06-25,Arunachal Pradesh,460067,80744,540811
2021-06-26,Arunachal Pradesh,470285,81339,551624
2021-06-27,Arunachal Pradesh,475959,81866,557825
2021-06-28,Arunachal Pradesh,490293,82977,573270
2021-06-29,Arunachal Pradesh,496872,83739,580611
2021-06-30,Arunachal Pradesh,509275,84530,593805
2021-07-01,Arunachal Pradesh,518578,85707,604285
2021-07-02,Arunachal Pradesh,527049,87483,614532
2021-07-03,Arunachal Pradesh,534374,89461,623835
2021-07-04,Arunachal Pradesh,538852,90277,629129
2021-07-05,Arunachal Pradesh,549638,94056,643694
2021-07-06,Arunachal Pradesh,556791,97418,654209
2021-07-07,Arunachal Pradesh,566001,101318,667319
2021-07-08,Arunachal Pradesh,574763,104981,679744
2021-07-09,Arunachal Pradesh,583283,108549,691832
2021-07-10,Arunachal Pradesh,590034,111666,701700
2021-07-11,Arunachal Pradesh,593409,112679,706088
2021-07-12,Arunachal Pradesh,600181,117004,717185
2021-07-13,Arunachal Pradesh,607036,120871,727907
2021-07-14,Arunachal Pradesh,611880,124519,736399
2021-07-15,Arunachal Pradesh,617911,129122,747033
2021-07-16,Arunachal Pradesh,623199,133302,756501
2021-07-17,Arunachal Pradesh,627397,136454,763851
2021-07-18,Arunachal Pradesh,629672,137391,767063
2021-07-19,Arunachal Pradesh,635285,141833,777118
2021-07-20,Arunachal Pradesh,638807,145038,783845
2021-07-21,Arunachal Pradesh,642785,148586,791371
2021-07-22,Arunachal Pradesh,646169,152550,798719
2021-07-23,Arunachal Pradesh,650132,156649,806781
2021-07-24,Arunachal Pradesh,653436,159286,812722
2021-07-25,Arunachal Pradesh,655202,159916,815118
2021-07-26,Arunachal Pradesh,659025,163154,822179
2021-07-27,Arunachal Pradesh,661611,165286,826897
2021-07-28,Arunachal Pradesh,664317,167939,832256
2021-07-29,Arunachal Pradesh,666567,170252,836819
2021-07-30,Arunachal Pradesh,669044,172718,841762
2021-07-31,Arunachal Pradesh,671928,174567,846495
2021-08-01,Arunachal Pradesh,672715,174809,847524
2021-08-02,Arunachal Pradesh,676044,176747,852791
2021-08-03,Arunachal Pradesh,678343,178001,856344
2021-08-04,Arunachal Pradesh,680809,179503,860312
2021-08-05,Arunachal Pradesh,683272,181201,864473
2021-08-06,Arunachal Pradesh,685988,182384,868372
2021-08-07,Arunachal Pradesh,688074,183403,871477
2021-08-08,Arunachal Pradesh,689352,183631,872983
2021-08-09,Arunachal Pradesh,692532,186724,879256
2021-08-10,Arunachal Pradesh,694525,189292,883817
2021-08-11,Arunachal Pradesh,696355,192480,888835
2021-08-12,Arunachal Pradesh,698332,195573,893905
2021-08-13,Arunachal Pradesh,699953,198073,898026
2021-08-14,Arunachal Pradesh,700995,199738,900733
2021-08-15,Arunachal Pradesh,701584,199969,901553
2021-08-16,Arunachal Pradesh,703022,202821,905843
2021-08-17,Arunachal Pradesh,704206,204773,908979
2021-08-18,Arunachal Pradesh,705987,206594,912581
2021-08-19,Arunachal Pradesh,707244,208394,915638
2021-08-20,Arunachal Pradesh,708608,209946,918554
2021-08-21,Arunachal Pradesh,709556,211368,920924
2021-08-22,Arunachal Pradesh,710017,211521,921538
2021-08-23,Arunachal Pradesh,711695,213308,925003
2021-08-24,Arunachal Pradesh,712975,215096,928071
2021-08-25,Arunachal Pradesh,714611,217783,932394
2021-08-26,Arunachal Pradesh,716111,221003,937114
2021-08-27,Arunachal Pradesh,718289,225272,943561
2021-08-28,Arunachal Pradesh,719892,229937,949829
2021-08-29,Arunachal Pradesh,721074,232059,953133
2021-08-30,Arunachal Pradesh,723981,238143,962124
2021-08-31,Arunachal Pradesh,726439,242902,969341
2021-09-01,Arunachal Pradesh,728217,246455,974672
2021-09-02,Arunachal Pradesh,729444,250218,979662
2021-09-03,Arunachal Pradesh,730607,254158,984765
2021-09-04,Arunachal Pradesh,731911,257781,989692
2021-09-05,Arunachal Pradesh,732281,258857,991138
2021-09-06,Arunachal Pradesh,733780,264120,997900
2021-09-07,Arunachal Pradesh,734660,267459,1002119
2021-09-08,Arunachal Pradesh,735800,272483,1008283
2021-09-09,Arunachal Pradesh,736768,277565,1014333
2021-09-10,Arunachal Pradesh,737712,283040,1020752
2021-09-11,Arunachal Pradesh,738584,287527,1026111
2021-09-12,Arunachal Pradesh,738725,288298,1027023
2021-09-13,Arunachal Pradesh,740051,296982,1037033
2021-09-14,Arunachal Pradesh,741067,303519,1044586
2021-09-15,Arunachal Pradesh,741944,310846,1052790
2021-09-16,Arunachal Pradesh,742800,317408,1060208
2021-09-17,Arunachal Pradesh,743254,321383,1064637
2021-09-18,Arunachal Pradesh,744131,328215,1072346
2021-09-19,Arunachal Pradesh,744261,329318,1073579
2021-09-20,Arunachal Pradesh,745454,340361,1085815
2021-09-21,Arunachal Pradesh,746444,349197,1095641
2021-09-22,Arunachal Pradesh,747590,357555,1105145
2021-09-23,Arunachal Pradesh,748706,366774,1115480
2021-09-24,Arunachal Pradesh,749994,376197,1126191
2021-09-25,Arunachal Pradesh,751045,383577,1134622
